,Candidate,Constitutency,Party,Votes
0,JADEJA_PRADHYUMANSINH_MAHIPATSINH,Abdasa,Indian_National_Congress,73312
1,CHHABILBHAI_NARANBHAI_PATEL,Abdasa,Bharatiya_Janata_Party,63566
2,RAJESH_SHAMJI_MAHESHWARI,Abdasa,Bahujan_Mukti_Party,4122
3,SONI_KAUSHIKBHAI_BABULAL,Abdasa,Independent,1851
4,VAGHELA_LAXMANBHAI_KANJI,Abdasa,Bahujan_Samaj_Party,1400
5,RAM_MANGAL_GADHAVI,Abdasa,Independent,733
6,DHARAMSHI_SHARAD_SHIVJI,Abdasa,Independent,655
7,UMAR_OSMAN_SANGAR,Abdasa,Independent,453
8,KOLI_SHANKARBHAI_ALIBHAI,Abdasa,Vyavastha_Parivartan_Party,331
9,KHETANI_VASANTBHAI_VALJIBHAI,Abdasa,Real_Democracy_Party,310
10,AMRUT_LADHABHAI_PATEL,Abdasa,Independent,277
11,JADEJA_VIRENDRASINH_BAHADURSINH,Mandvi,Bharatiya_Janata_Party,79469
12,GOHIL_SHAKTISINHJI_HARICHANDRASINHJI,Mandvi,Indian_National_Congress,70423
13,RANGANI_MAHESHBHAI_KARSHANBHAI,Mandvi,Independent,1282
14,KENEEYA_BHANJIBHAI_KHIMJIBHAI,Mandvi,Bahujan_Samaj_Party,1154
15,RANGANI_VARSHABEN_MAHESHBHAI,Mandvi,Independent,1110
16,SAMEJA_ABDULKARIM_AMAD,Mandvi,Bahujan_Mukti_Party,1105
17,SHAH_VIJAYKUMAR_CHIMANLAL,Mandvi,Independent,1099
18,SAIYAD_IMAMSHA_LATIFSHA,Mandvi,Independent,559
19,JOSHI_SHAILESHBHAI_BHAVANISANKAR,Mandvi,Samajwadi_Party,541
20,RAMBHAI_DHANRAJBHAI_GADHAVI,Mandvi,Independent,434
21,VORA_JAYESHBHAI_PRAVEENCHANDRA,Mandvi,Shivsena,221
22,BODA_VASANTBHAI_MORARJIBHAI,Mandvi,Independent,211
23,DHRUIYA_GULAMHUSEN_SALEMAMAD,Mandvi,Independent,179
24,JAT_AMIN_KASAM,Mandvi,Independent,178
25,ANVARSHA_BHACHHAMIYA_SAIYAD,Mandvi,Independent,176
26,JOSHI_PRATEEK_YOGESHBHAI,Mandvi,Independent,120
27,KANERIYA_BHAVIN_GIRDHARBHAI,Mandvi,Independent,114
28,ACHARYA_DR.NIMABEN_BHAVESHBHAI,Bhuj,Bharatiya_Janata_Party,86532
29,CHAKI_ADAMBHAI_BUDHABHAI,Bhuj,Indian_National_Congress,72510
30,SINDHAL_PRAKASH_HARILAL,Bhuj,Independent,1977
31,NODE_KASAM_MAHAMAD,Bhuj,Bahujan_Samaj_Party,1148
32,MALSHI_RANA,Bhuj,Independent,840
33,SODHA_MADHUBHA_RANAJI,Bhuj,Shivsena,716
34,SHAH_PARESH_VRAJLAL,Bhuj,Independent,607
35,KOKA_RAJESH_KANTILAL,Bhuj,Independent,378
36,GOHIL_JIGNABA_KARUBHA,Bhuj,Rashtriya_Krantikari_Samajwadi_Party,337
37,MAKWANA_SIKANDAR_ISMAIL,Bhuj,Independent,274
38,TEJAS__ALIAS_SACHIN_RAJGOR,Bhuj,Independent,267
39,BABU_SAMA,Bhuj,Independent,226
40,KHATRI_MUNAF_ABUBAKAR,Bhuj,Independent,196
41,AHIR_VASANBHAI_GOPALBHAI,Anjar,Bharatiya_Janata_Party,75331
42,V._K._HUMBAL,Anjar,Indian_National_Congress,64018
43,VEERA_HARIBHAI_SAMANTBHAI,Anjar,Independent,4677
44,HADIYA_PRAKASHBHAI_HIRJIBHAI_(AHIR),Anjar,Independent,2410
45,MANGALBHAI_KARAMSHIBHAI_RABARI,Anjar,Bahujan_Mukti_Party,1534
46,KOCHARA_JAGDISHBHAI_KANJIBHAI,Anjar,Bahujan_Samaj_Party,1466
47,SHEIKH_MUSTAFA_NURSHA,Anjar,Janata_Dal__(United),999
48,HUSSEN_ALIMAMAD_KHARA,Anjar,Independent,944
49,MALSATTAR_DHANJI_SHIVJI,Anjar,Independent,349
50,JADEJA_JAYENDRASINH_BALWANTSINH,Anjar,Independent,317
51,DATANIYA_MULJI_REVA,Anjar,Independent,286
52,CHAUHAN_VIRAL_PREMJI,Anjar,Independent,238
53,MAHESHWARI_MALTI_KISHOR,Gandhidham,Bharatiya_Janata_Party,79713
54,KISHOR_GANGJIBHAI_PINGOL,Gandhidham,Indian_National_Congress,59443
55,BHANJIBHAI_MYAJARBHAI_DUNGARIYA,Gandhidham,Bahujan_Mukti_Party,1965
56,BHARYA_JUMABHAI_SAVALI,Gandhidham,Bahujan_Samaj_Party,1233
57,DANICHA_GOVINDBHAI_PUNAMCHAND,Gandhidham,Aam_Aadmi_Party,1101
58,SONDARVA_BALUBEN_MAHESHBHAI,Gandhidham,Independent,1087
59,VAGHELA_SOMABHAI_RUPABHAI,Gandhidham,Independent,1037
60,RAJESH_LADHABHAI_CHAVDA,Gandhidham,Independent,561
61,RAMESH_MAVABHAI_SOLANKI,Gandhidham,Independent,436
62,ADVOCATE_GOVIND_DAFDA,Gandhidham,Independent,371
63,BHARAT_UMAR_MARU,Gandhidham,Independent,331
64,VANKAR_RAMESHBHAI_MAGABHAI,Gandhidham,All_India_Hindustan_Congress_Party,219
65,BALIYA_LALJIBHAI_KARABHAI,Gandhidham,Aapni_Sarkar_Party,196
66,VANJARA_HIRABEN_DALPATBHAI,Gandhidham,Rashtriya_Krantikari_Samajwadi_Party,177
67,AARETHIYA_SANTOKBEN_BHACHUBHAI,Rapar,Indian_National_Congress,63814
68,PANKAJBHAI_ANOPCHAND_MAHETA,Rapar,Bharatiya_Janata_Party,48605
69,GADA_BABULAL_MEGHJI,Rapar,Nationalist_Congress_Party,2756
70,MAHADEVBHAI_KHUMANNBHAI_BAGADA,Rapar,Bahujan_Mukti_Party,2590
71,PARMAR_VALJIBHAI_DEVJIBHAI,Rapar,Independent,1720
72,CHAVADA_SUDHA__BAKUL,Rapar,Bahujan_Samaj_Party,1208
73,KOLI_MEGHABHAI_JIVABHAI,Rapar,Vyavastha_Parivartan_Party,1020
74,JADEJA__NARENDRASINH_TAPUBHA,Rapar,Independent,971
75,DABHI__MOHANBHAI__TULSHIBHAI,Rapar,Independent,959
76,GAMI_RUDIBEN_BABUBHAI,Rapar,Independent,700
77,KOLI_RAMESH_RAVABHAI,Rapar,Independent,444
78,INDRASINH__GOVUBHA__JADEJA,Rapar,Independent,393
79,MAKAVANA_RAMESHBHAI_KUMBHABHAI,Rapar,All_India_Hindustan_Congress_Party,318
80,THAKOR_GENIBEN_NAGAJI,Vav,Indian_National_Congress,102328
81,CHAUDHARY_SHANKARBHAI_LAGDHIRBHAI,Vav,Bharatiya_Janata_Party,95673
82,BRAHMKSHATRIYA_BHAGVATIBEN_KHETSINHBHAI,Vav,Independent,2643
83,PARMAR_VAJRAMBHAI_NAVABHAI,Vav,Bahujan_Samaj_Party,2373
84,THAKOR_BHAVSINGJI_RAMCHANDJI,Vav,Independent,791
85,GOHIL_RANAJI_NAGJI,Vav,Shivsena,691
86,KALAL_NAGJIBHAI_SHANKARBHAI,Vav,Independent,560
87,PATEL_PARBATBHAI_SAVABHAI,Tharad,Bharatiya_Janata_Party,69789
88,RAJPUT_DAMRAJI_DEVJIBHAI,Tharad,Indian_National_Congress,58056
89,PATEL_MAVJIBHAI_CHATRABHAI,Tharad,Independent,42982
90,PATEL_MAGHABHAI__ARJANBHAI,Tharad,Independent,2191
91,PARJAPATI__GANESHBHAI_DAMRABHAI,Tharad,Yuva_Sarkar,1820
92,GALSAR_NILABHAI_HEMABHAI,Tharad,Bahujan_Samaj_Party,1757
93,PATEL_PADMABHAI_DHANABHAI,Tharad,Independent,802
94,PATEL_NATHABHAI_HEGOLABHAI,Dhanera,Indian_National_Congress,82909
95,DESAI_MAVJIBHAI_MAGANBHAI,Dhanera,Bharatiya_Janata_Party,80816
96,RABARI_TEJABHAI_NETHIBHAI,Dhanera,All_India_Hindustan_Congress_Party,2802
97,DABHI_RUPABHAI_CHENABHAI,Dhanera,Bahujan_Samaj_Party,2790
98,RAJPUT_NARSINHJI_BABUJI,Dhanera,Independent,1836
99,KANTIBHAI_KALABHAI_KHARADI,Danta,Indian_National_Congress,86129
100,KODARVI_MALJIBHAI_NARAYANBHAI,Danta,Bharatiya_Janata_Party,61477
101,BHIL_KALURAM_MANGALJI,Danta,Independent,2569
102,DHRANGI_MANHARBHAI_BHOYLABHAI,Danta,Nationalist_Congress_Party,2285
103,KANABHAI_CHUNABHAI_MANCHHATAR,Danta,Gujarat_Jan_Chetna_Party,1197
104,PARMAR_BHURABHAI_MANABHAI,Danta,Independent,1109
105,NISARTA_RASILABEN_KHATARABHAI,Danta,Independent,896
106,DUNGAISA_VIRMABHAI_KESHRABHAI,Danta,Independent,396
107,SOLANKI_SOMABHAI_BHARMABHAI,Danta,Janata_Dal__(United),361
108,JIGNESHKUMAR_NATVARLAL_MEVANI,Vadgam,Independent,95497
109,CHAKRAVARTI_VIJAYKUMAR_HARKHABHAI,Vadgam,Bharatiya_Janata_Party,75801
110,MAKWANA_NARENDRAKUMAR_PUJABHAI,Vadgam,Independent,3711
111,ASHVINBHAI_DOLATBHAI_PARMAR,Vadgam,Independent,3175
112,JADAV_PUSHPABEN_RAJESHBHAI,Vadgam,Bahujan_Samaj_Party,1263
113,CHAUHAN_GANESHBHAI_LAVJIBHAI,Vadgam,Independent,1121
114,VANSOLA_NILESHKUMAR_PRAVINBHAI,Vadgam,Bahujan_Mukti_Party,1119
115,SHEKHALIYA_VIKRAMBHAI_DAHYABHAI,Vadgam,Independent,1038
116,SOLANKI_TARUNCHANDRA_PREMJIBHAI,Vadgam,Gujarat_Jan_Chetna_Party,548
117,BHATIYA_ARVINDKUMAR_KHEMABHAI,Vadgam,Navin_Bharat_Nirman_Manch,478
118,PATEL_MAHESHKUMAR_AMRUTLAL,Palanpur,Indian_National_Congress,91512
119,PRAJAPATI_LALJIBHAI_KANJIBHAI,Palanpur,Bharatiya_Janata_Party,73919
120,FOSHI_SHIVRAMBHAI_MAGANBHAI,Palanpur,Nationalist_Congress_Party,1057
121,VADNATHANI_JAYANTIBHAI_UMEDBHAI,Palanpur,Independent,1056
122,PARMAR_AMARATBHAI_DHARMABHAI,Palanpur,Bahujan_Samaj_Party,974
123,SHRIMALI_ASHOKBHAI_BALCHANDBHAI,Palanpur,Independent,846
124,PARMAR_SURESHBHAI_RAMJIBHAI,Palanpur,Independent,571
125,PATANI_SHANTABEN_NARANBHAI,Palanpur,Independent,505
126,NABHANI_RAMESHKUMAR_KHEMRAJBHAI,Palanpur,Aam_Aadmi_Party,484
127,PATANI_MAHESHKUMAR_NARANBHAI,Palanpur,Independent,358
128,DAVE_NILESHKUMAR_KANAIYALAL,Palanpur,Independent,227
129,PARMAR_CHHAGANCHANDRARAJ_DHANABHAI,Palanpur,Independent,203
130,PRAJAPATI_AMARABHAI_PUJABHAI,Palanpur,Yuva_Sarkar,195
131,MEJIYATAR_GOVINDBHAI_UMABHAI,Palanpur,Rashtriya_Samajwadi_Party__(Secular),95
132,PANDYA_SHASHIKANT_MAHOBATRAM,Deesa,Bharatiya_Janata_Party,85411
133,GOVABHAI_HAMIRABHAI_RABARI,Deesa,Indian_National_Congress,70880
134,VAGHELA_BAHADURSINH_DADUBHA,Deesa,Independent,15912
135,THERVADIYA_SHIVAJI_PATHUJI,Deesa,Independent,1113
136,SOLANKI_DINESHKUMAR_ALJIBHAI,Deesa,Bahujan_Samaj_Party,977
137,PRAJAPATI_KANUBHAI_LILABHAI,Deesa,Yuva_Sarkar,791
138,THAKOR_PARBATJI_VALJIBHAI,Deesa,Independent,472
139,THAKOR_RAMANBHAI_SARDARJI,Deesa,Independent,439
140,PUROHIT_SHYAMABEN_NARANBHAI,Deesa,Lok_Vikas_Manch,261
141,BHURIYA_SHIVABHAI_AMRABHAI,Deodar,Indian_National_Congress,80432
142,CHAUHAN_KESHAJI_SHIVAJI,Deodar,Bharatiya_Janata_Party,79460
143,HIRAJI_PRAHLADJI_VAGHELA,Deodar,Bahujan_Mukti_Party,2049
144,JIVANBHAI_KARSANBHAI_JOSHI,Deodar,Independent,1697
145,KIRTISINH_PRABHATSINH_VAGHELA,Kankrej,Bharatiya_Janata_Party,95131
146,JALERA_DINESHJI_DHARSIJI,Kankrej,Indian_National_Congress,86543
147,THAKOR_LEBUJI_BHUDARJI,Kankrej,Independent,3037
148,MAKVANA_VAGHABHAI_MAGANBHAI,Kankrej,Bahujan_Samaj_Party,1952
149,DESAI_ISHVARBHAI__MAHADEVBHAI,Kankrej,All_India_Hindustan_Congress_Party,1043
150,ALPESH_KHODAJI_THAKOR,Radhanpur,Indian_National_Congress,85777
151,SOLANKI_LAVINGJI_MULJIJI_THAKOR,Radhanpur,Bharatiya_Janata_Party,70920
152,RATILAL_KAMABHAI,Radhanpur,Independent,5117
153,DR.VISHNU_ZULA,Radhanpur,Independent,4769
154,SONAJI_VELAJI_THAKOR,Radhanpur,Bahujan_Samaj_Party,1773
155,NATHALAL_K_NIRASHRIT_THAKOR,Radhanpur,Independent,1492
156,KARIYA_KALPESHBHAI_KARSHANBHAI,Radhanpur,Akhand_Hind_Party,1250
157,PARMAR_MOHANBHAI_MAGHABHAI,Radhanpur,Independent,1009
158,THAKOR_MERAJI_KACHARAJI,Radhanpur,Independent,731
159,CHHAGANBHAI_NARANBHAI_PRAJAPATI,Radhanpur,Independent,523
160,GOHIL_HARCHANBHAI_AALABHAI,Radhanpur,Bahujan_Mukti_Party,439
161,CHAUDHARI_PRAKASHBHAI_RUGNATHBHAI,Radhanpur,Independent,430
162,THAKKAR_KIRTIKUMAR_ISHVARLAL,Radhanpur,Independent,390
163,THEBA_GULAMHUSEN_RASULKHAN,Radhanpur,Gujarat_Jan_Chetna_Party,382
164,CHANDI_ASHVINKUMAR_SHIVPRASAD,Radhanpur,Shivsena,344
165,GAUSWAMI_LALGIRI_KHENGARGIRI,Radhanpur,Independent,255
166,ATULKUMAR_MAYARAMBHAI_PUJARA,Radhanpur,Independent,237
167,DILIPKUMAR_VIRAJI_THAKOR,Chanasma,Bharatiya_Janata_Party,73771
168,DESAI_RAGHUBHAI_MERAJBHAI,Chanasma,Indian_National_Congress,65537
169,THAKOR_DINESHBHAI_AATAJI,Chanasma,Independent,27633
170,BELIM_BABUBHAI_LALAKHAMIYA,Chanasma,Independent,2052
171,PANDYA_PRAVINKUMAR_TULSIDAS,Chanasma,Independent,1416
172,PATEL_VIPULBHAI_NAGARBHAI,Chanasma,Nationalist_Congress_Party,1366
173,DARBAR_JABBARSANG_ARJANSINH,Chanasma,Independent,566
174,THAKOR_ASHOKJI_POPATJI,Chanasma,Independent,517
175,PARMAR_ROHITBHAI_RAMABHAI,Chanasma,Bahujan_Samaj_Party,417
176,MITULKUMAR_BHAGAVANBHAI_PATEL,Chanasma,Gujarat_Jan_Chetna_Party,387
177,PATEL_MAHESHKUMAR_JAYANTIBHAI,Chanasma,Bhartiya_Rashtrawadi_Party,368
178,PATEL_ASHISHBHAI_DASHRATHBHAI,Chanasma,All_India_Hindustan_Congress_Party,313
179,THAKOR_RAMESHJI_RAMAJI,Chanasma,Bahujan_Mukti_Party,238
180,PATEL_BHANUMATIBEN_ANILKUMAR,Chanasma,Navin_Bharat_Nirman_Manch,169
181,KIRITKUMAR_CHIMANLAL_PATEL,Patan,Indian_National_Congress,103273
182,DESAI_RANCHHODBHAI_MAHIJIBHAI,Patan,Bharatiya_Janata_Party,77994
183,MAHESHWARI_KANUBHAI_BHURABHAI,Patan,Independent,1758
184,JOSHI_MUKESHBHAI_GOPALBHAI,Patan,Shivsena,1097
185,PARMAR_MAGANBHAI_AMARABHAI,Patan,Bahujan_Samaj_Party,1014
186,BHOJAK_KETANKUMAR_BHANUPRASAD,Patan,Independent,747
187,PATNI_ANANDBHAI_CHELABHAI,Patan,Independent,396
188,PATEL_MULCHANDBHAI_RAMJIDAS,Patan,Independent,380
189,THAKOR_RAMESHBHAI_VARVAJI,Patan,Independent,173
190,PATEL_NANJIBHAI_JIVANBHAI,Patan,Janata_Dal__(United),153
191,THAKOR_CHANDANJII_TALAJI,Sidhpur,Indian_National_Congress,88268
192,JAYNARAYAN_VYAS,Sidhpur,Bharatiya_Janata_Party,71008
193,RAJPUT_RAJENDRASINH_SAMANTSINH,Sidhpur,Independent,1909
194,RATHOD_GOVIND,Sidhpur,Bahujan_Samaj_Party,956
195,MOMIN_ASRAFBHAI_DADUBHAI_(A.D._MAMA),Sidhpur,Independent,680
196,POLADI_KAIYUMKHAN_USMANKHAN_(BADSHAH),Sidhpur,All_India_Hindustan_Congress_Party,481
197,SOLANKI_ANILKUMAR_REVABHAI,Sidhpur,Bahujan_Mukti_Party,377
198,BHAVSANG_L._THAKOR,Sidhpur,Independent,326
199,PATEL_DILIPKUMAR_LILACHAND,Sidhpur,Independent,297
200,THAKOR_KANUJI_SOMAJI,Sidhpur,Independent,235
201,DAVE_PRAKASHCHANDRA_MANUPRASAD,Sidhpur,Independent,180
202,THAKOR_KARANSINH_SAHDEVJI,Sidhpur,Independent,156
203,BHORANIYA_SOYABBHAI_HASAMBHAI,Sidhpur,Rashtriya_Jankranti_Party,120
204,DABHI_BHARATSINHJI_SHANKARJI,Kheralu,Bharatiya_Janata_Party,59847
205,DESAI_MUKESHKUMAR_MOGHJIBHAI,Kheralu,Independent,38432
206,THAKOR_RAMJIBHAI_SONAJI,Kheralu,Indian_National_Congress,38254
207,SINDHI_FAKIRMAHMAD_SULEMANBHAI,Kheralu,Independent,1635
208,PRAJAPATI_RAJNIKANT_HIRALAL,Kheralu,Bahujan_Samaj_Party,985
209,VALJIBHAI_SAVJIBHAI_PARMAR,Kheralu,Independent,912
210,PARMAR_VANRAJ_KALIDAS,Kheralu,Bahujan_Mukti_Party,772
211,THAKOR_VAJAJI_GOVAJI,Kheralu,Navin_Bharat_Nirman_Manch,521
212,THAKOR_KEVALJI_NATHAJI,Kheralu,Independent,436
213,DR._ASHA_PATEL,Unjha,Indian_National_Congress,81797
214,PATEL_NARAYANBHAI_LALLUDAS_(KAKA),Unjha,Bharatiya_Janata_Party,62268
215,THAKOR_SAHDEVJI_VIRSANGJI,Unjha,Independent,1728
216,GHANSHYAMBHAI__PARAGBHAI_SOLANKI,Unjha,Bahujan_Samaj_Party,1054
217,PATEL_MANHARBHAI_MADHAVLAL,Unjha,Independent,784
218,HARESHKUMAR_NAROTTAMBHAI_PATEL,Unjha,Independent,674
219,PATEL_HIRALBEN_SANDIPKUMAR,Unjha,Nationalist_Congress_Party,610
220,PATEL_RAMESHBHAI_ISHVARLAL,Unjha,Aam_Aadmi_Party,387
221,DADAVALA_HASANALI_ISHMAILBHAI,Unjha,Independent,339
222,THAKOR_VISHNUJI_NENAJI,Unjha,Yuva_Sarkar,182
223,THAKOR_GOPALJI_PIRAJI,Unjha,Navin_Bharat_Nirman_Manch,142
224,THAKOR_SUDHARMSINH_ISHVARJI,Unjha,Bhartiya_Rashtrawadi_Party,115
225,PATEL_RUSHIKESH_GANESHBHAI,Visnagar,Bharatiya_Janata_Party,77496
226,PATEL_MAHENDRAKUMAR_S._(MAHESH_PATEL),Visnagar,Indian_National_Congress,74627
227,PATEL_YATEENKUMAR_HASMUKHBHAI_(TEJASH),Visnagar,Independent,1048
228,PARMAR_NANJIBHAI_KARSANBHAI,Visnagar,Bahujan_Samaj_Party,677
229,PATEL_HIREN_KUMAR_VISHNU_BHAI,Visnagar,Gujarat_Jan_Chetna_Party,419
230,PATEL_MAHENDRABHAI_SHANKARBHAI_(MAHESH_PATEL),Visnagar,Independent,395
231,PATEL_MAHENDRABHAI_SHANKARBHAI_(MAHESHBHAI_PATEL),Visnagar,Independent,283
232,ASHOKKUMAR_SOMALAL_RAMI,Visnagar,Janata_Dal__(Secular),226
233,PATEL_ANITABEN_RAMABHAI,Visnagar,Janata_Dal__(United),183
234,THAKOR_BHARATJI_SONAJI,Becharaji,Indian_National_Congress,80894
235,PATEL_RAJNIKANT_SOMABHAI,Becharaji,Bharatiya_Janata_Party,65083
236,PATEL_KIRITKUMAR_DAHYABHAI,Becharaji,Independent,10144
237,PARMAR_JITENDRABHAI_RAMESHBHAI,Becharaji,Independent,1407
238,RATHOD_DINESHKUMAR_REVABHAI,Becharaji,Bahujan_Samaj_Party,829
239,PATEL_GOVINDBHAI_KANAIYALAL,Becharaji,All_India_Hindustan_Congress_Party,509
240,PARMAR_JAGDISHBHAI_SADABHAI,Becharaji,Independent,493
241,CHAUDHARY_RAMESHBHAI_SENDHABHAI,Becharaji,Independent,338
242,PATEL_NARENDRAKUMAR_BABULAL,Becharaji,Independent,336
243,PATEL_VIJAYKUMAR_DAHYABHAI_(VAKIL),Becharaji,Lok_Shahi_Party_(Secular),262
244,PATEL_BHAGIRATHKUMAR_CHATURBHAI,Becharaji,Independent,261
245,PATEL_SANJAYKUMAR_BALDEVBHAI,Becharaji,Bharatiya_Rashtravadi_Paksha,154
246,PATEL_PRINCE_BABULAL,Becharaji,Sardar_Vallabhbhai_Patel_Party,153
247,PATEL_SURESHBHAI_BABULAL,Becharaji,Navin_Bharat_Nirman_Manch,145
248,KARSHANBHAI_PUNJABHAI_SOLANKI,Kadi,Bharatiya_Janata_Party,96651
249,CHAVDA_RAMESHBHAI_MAGANBHAI,Kadi,Indian_National_Congress,88905
250,PARMAR_AARATIBEN_ASHVINKUMAR,Kadi,Bahujan_Samaj_Party,1055
251,VIJAYKUMAR_LALJIBHAI_VAGHELA,Kadi,Independent,998
252,CHAVDA_LAXMICHAND_POONJABHAI,Kadi,Independent,645
253,RATHOD_KUSUMBEN_SURESHKUMAR,Kadi,Independent,589
254,MAYURDEV_SOMDEV_ROY,Kadi,Bahujan_Mukti_Party,545
255,CHAMAR_MEENABEN_SAVABHAI,Kadi,Independent,371
256,PATEL_NITINBHAI_RATILAL,Mahesana,Bharatiya_Janata_Party,90235
257,PATEL_JIVABHAI_AMBALAL,Mahesana,Indian_National_Congress,83098
258,THAKOR_AMITKUMAR_VAJESANG,Mahesana,Independent,1945
259,THAKOR_AMRATJI_BALDEVJI,Mahesana,Independent,941
260,RAVAL_SURESHBHAI_CHHAGANLAL,Mahesana,Independent,787
261,THAKOR_ARJUNJI_GALABAJI,Mahesana,Independent,742
262,SHEKH_SHAHENAJBIBI_AHEMADMIYA,Mahesana,Independent,716
263,PATEL_BABUBHAI_AMBARAMDAS,Mahesana,Nationalist_Congress_Party,544
264,SOLANKI_KISHORBHAI_PANABHAI,Mahesana,Independent,391
265,THAKOR_KALUJI_LAXMANJI,Mahesana,Independent,391
266,RATHOD_KESHARBEN_GOPALSINH,Mahesana,Independent,314
267,CHAUHAN_PRAKASHKUMAR_TRIBHOVANDAS,Mahesana,Independent,307
268,PARMAR_PANKAJKUMAR_BABULAL,Mahesana,Bahujan_Samaj_Party,246
269,VISHNUJI_AMARATJI_VAGHELA,Mahesana,Bahujan_Mukti_Party,236
270,CHAUHAN_KIRANSINH_DASHRATHSINH,Mahesana,Independent,231
271,BABI_ABDULRAHEMAN_NIYAJMOHAMAD,Mahesana,Independent,220
272,THAKOR_KIRAN_VISHNUJI,Mahesana,Independent,192
273,MALEK_SIKANDARBHAI_SULEMANBHAI,Mahesana,Independent,173
274,GANDHI_VIPULBHAI_GOVINDBHAI,Mahesana,Independent,169
275,THAKOR_VIJAYJI_DANSANGJI,Mahesana,Independent,120
276,KHODABHAI_AMRUTLAL_PATEL,Mahesana,Independent,113
277,THAKOR_DILIPKUMAR_TAKHAJI,Mahesana,Independent,104
278,PARMAR_JAYANTSINH_DAHYABHAI,Mahesana,Independent,102
279,THAKOR_JAGDISHJI_RADHUJI,Mahesana,Independent,101
280,PARMAR_DEVANGKUMAR_PRABHUDAS,Mahesana,Independent,94
281,KURESHI_JAMIYATKHA_GULABKHA,Mahesana,Independent,94
282,PATEL_MAHESHBHAI_RANCHHODDAS,Mahesana,Bharatiya_Rashtravadi_Paksha,91
283,PATHAN_ASIFKHAN_ABDULHAMID,Mahesana,Independent,86
284,PATEL_SURESHBHAI_MAFATLAL,Mahesana,Rashtra_Vikas_Zumbes_Party,85
285,OZA_PRUTHVI_VITHTHALBHAI_PRAJAPATI,Mahesana,Aapni_Sarkar_Party,82
286,THAKOR_JARINABEN_NAGJI,Mahesana,Independent,79
287,PATHAN_YAKUBKHAN_MAHMADKHAN,Mahesana,Independent,74
288,PATEL_KRUPABEN_KUMARGAURAV,Mahesana,Independent,69
289,CHAVDA_MAHESHKUMAR_GULABJI,Mahesana,Navin_Bharat_Nirman_Manch,56
290,PATEL_RAMANBHAI_DHULABHAI,Vijapur,Bharatiya_Janata_Party,72326
291,PATEL_NATHABHAI_PRABHUDAS,Vijapur,Indian_National_Congress,71162
292,VIHOL_UPENDRASINH_NAVUJI,Vijapur,Independent,1555
293,MODI_SUHIT_ASHOKKUMAR,Vijapur,Independent,1398
294,PATEL_NARENDRAKUMAR_GANDABHAI,Vijapur,Nationalist_Congress_Party,1037
295,PARMAR_VASUDEV_TRIBHOVANDAS,Vijapur,Bahujan_Samaj_Party,621
296,PATEL_BIPINKUMAR_MAFATLAL,Vijapur,Independent,466
297,PATEL_MAHENDRAKUMAR_KHODIDAS,Vijapur,All_India_Hindustan_Congress_Party,300
298,KURESHI_SADIKBHAI_AHEMADBHAI,Vijapur,Independent,277
299,PATEL_TEJASKUMAR_TULSIBHAI,Vijapur,Gujarat_Jan_Chetna_Party,250
300,DEVDA_BABUJI_RANCHHODJI,Vijapur,Independent,247
301,THAKOR_VINUJI_KANTIJI,Vijapur,Independent,160
302,PATEL_SATISHBHAI_JAYANTIBHAI,Vijapur,Sardar_Vallabhbhai_Patel_Party,128
303,PATEL_VISHNUBHAI_PUNJABHAI,Vijapur,Navin_Bharat_Nirman_Manch,95
304,RAJENDRASINH_RANJITSINH_CHAVDA(RAJUBHAI_CHAVDA),Himatnagar,Bharatiya_Janata_Party,94340
305,KAMLESHKUMAR_JAYANTIBHAI_PATEL,Himatnagar,Indian_National_Congress,92628
306,SOLANKI_MAGANBHAI_LAKHABHAI,Himatnagar,Bahujan_Samaj_Party,1065
307,PARMAR_DILIPSINH_CHAKUSINH,Himatnagar,Independent,739
308,PATEL_CHANDRASHEKHAR_ANILBHAI,Himatnagar,Nationalist_Congress_Party,692
309,PARMAR_PARSHOTAMDAS_DALPATBHAI,Himatnagar,Communist_Party_of_India__(Marxist),690
310,PRAJAPATI_ALPESHKUMAR_MOHANBHAI,Himatnagar,Aapni_Sarkar_Party,674
311,PARMAR_SARDARSINH_BHAVANSINH,Himatnagar,All_India_Hindustan_Congress_Party,500
312,BHOI_KISHORBHAI_CHIMANBHAI,Himatnagar,Sardar_Vallabhbhai_Patel_Party,412
313,PARMAR_JAYDEEPSINH_RAJUJI,Himatnagar,Lok_Gathbandhan_Party,274
314,PARMAR_PRAHLADSINH_SONSINH,Himatnagar,Bhartiya_Rashtrawadi_Party,180
315,KANODIYA_HITU,Idar,Bharatiya_Janata_Party,98815
316,MANIBHAI_JETHABHAI_VAGHELA,Idar,Indian_National_Congress,84002
317,SOLANKI_NATVARBHAI_GOVABHAI,Idar,Independent,3610
318,PARMAR_MUKESHBHAI_KADVABHAI,Idar,Bahujan_Samaj_Party,1775
319,VANKAR_BHOGILAL_DANABHAI,Idar,Independent,1383
320,PRIYADARSHI_GAURANG_ARVINDBHAI,Idar,Bahujan_Republican__Socialist_Party,988
321,FALJIBHAI_PUNJABHAI_PARMAR,Idar,Independent,563
322,PARMAR_MOHANBHAI_AVSARBHAI,Idar,Independent,295
323,VARMA_VASANTCHANDRA_KUSHALBHAI,Idar,All_India_Hindustan_Congress_Party,288
324,PARMAR_MANISH_MOTIBHAI,Idar,Independent,248
